ipl_season,sequence,eventid,innings,target,remainingballs,homescore,awayscore,fallofwickets,ball,over,scorevalue,validball,extras,dismissal,dismissaltype,batsmanid,batsman,batsmanteam,bowlerid,bowler,bowlerteam,otherathleteinvolvedid,otherathleteinvolved,nonstrikerid,nonstriker,runs,runrate
ipl20,100001,1216510,1st innings,0,119,0/0,0,0,1,0.1,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,0.0
ipl20,100002,1216510,1st innings,0,118,1/0,0,0,2,0.2,1,0,0,False,,422108,KL Rahul,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,398438,Mayank Agarwal,1,3.0
ipl20,100003,1216510,1st innings,0,117,3/0,0,0,3,0.3,2,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,422108,KL Rahul,2,6.0
ipl20,100004,1216510,1st innings,0,116,4/0,0,0,4,0.4,1,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,422108,KL Rahul,1,6.0
ipl20,100005,1216510,1st innings,0,115,4/0,0,0,5,0.5,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,4.8
ipl20,100006,1216510,1st innings,0,114,8/0,0,0,6,0.6,4,0,0,False,,422108,KL Rahul,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,398438,Mayank Agarwal,4,8.0
ipl20,100101,1216510,1st innings,0,113,9/0,0,0,7,1.1,1,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,422108,KL Rahul,1,7.71
ipl20,100102,1216510,1st innings,0,112,9/0,0,0,8,1.2,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,6.75
ipl20,100103,1216510,1st innings,0,111,13/0,0,0,9,1.3,4,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,4,8.66
ipl20,100104,1216510,1st innings,0,110,17/0,0,0,10,1.4,4,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,4,10.2
ipl20,100105,1216510,1st innings,0,109,17/0,0,0,11,1.5,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,9.27
ipl20,100106,1216510,1st innings,0,108,17/0,0,0,12,1.6,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,8.5
ipl20,100201,1216510,1st innings,0,107,21/0,0,0,13,2.1,4,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,422108,KL Rahul,4,9.69
ipl20,100202,1216510,1st innings,0,106,21/0,0,0,14,2.2,0,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,422108,KL Rahul,0,9.0
ipl20,100203,1216510,1st innings,0,105,25/0,0,0,15,2.3,4,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,422108,KL Rahul,4,10.0
ipl20,100204,1216510,1st innings,0,104,26/0,0,0,16,2.4,1,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,422108,KL Rahul,1,9.75
ipl20,100205,1216510,1st innings,0,103,26/0,0,0,17,2.5,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,9.17
ipl20,100206,1216510,1st innings,0,102,26/0,0,0,18,2.6,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,376116,Umesh Yadav,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,8.66
ipl20,100301,1216510,1st innings,0,101,26/0,0,0,19,3.1,0,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,0,8.21
ipl20,100302,1216510,1st innings,0,100,26/0,0,0,20,3.2,0,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,0,7.8
ipl20,100303,1216510,1st innings,0,99,27/0,0,0,21,3.3,1,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,1,7.71
ipl20,100304,1216510,1st innings,0,98,29/0,0,0,22,3.4,2,0,0,False,,422108,KL Rahul,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,398438,Mayank Agarwal,2,7.9
ipl20,100305,1216510,1st innings,0,97,33/0,0,0,23,3.5,4,0,0,False,,422108,KL Rahul,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,398438,Mayank Agarwal,4,8.6
ipl20,100306,1216510,1st innings,0,96,33/0,0,0,24,3.6,0,0,0,False,,422108,KL Rahul,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,398438,Mayank Agarwal,0,8.25
ipl20,100401,1216510,1st innings,0,95,34/0,0,0,25,4.1,1,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,422108,KL Rahul,1,8.16
ipl20,100402,1216510,1st innings,0,94,35/0,0,0,26,4.2,1,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,1,8.07
ipl20,100403,1216510,1st innings,0,93,39/0,0,0,27,4.3,4,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,422108,KL Rahul,4,8.66
ipl20,100404,1216510,1st innings,0,92,39/0,0,0,28,4.4,0,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,422108,KL Rahul,0,8.35
ipl20,100405,1216510,1st innings,0,91,40/0,0,0,29,4.5,1,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,422108,KL Rahul,1,8.27
ipl20,100406,1216510,1st innings,0,90,41/0,0,0,30,4.6,1,0,0,False,,422108,KL Rahul,Kings XI Punjab,47492,Dale Steyn,Royal Challengers Bangalore,,,398438,Mayank Agarwal,1,8.2
ipl20,100501,1216510,1st innings,0,89,42/0,0,0,31,5.1,1,0,0,False,,422108,KL Rahul,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,398438,Mayank Agarwal,1,8.12
ipl20,100502,1216510,1st innings,0,88,42/0,0,0,32,5.2,0,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,0,7.87
ipl20,100503,1216510,1st innings,0,88,43/0,0,0,32,5.2,1,1,1,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,1,8.06
ipl20,100504,1216510,1st innings,0,87,43/0,0,0,33,5.3,0,0,0,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,0,7.81
ipl20,100505,1216510,1st innings,0,87,44/0,0,0,33,5.3,1,1,1,False,,398438,Mayank Agarwal,Kings XI Punjab,700167,Navdeep Saini,Royal Challengers Bangalore,,,422108,KL Rahul,1,8.0
